20001,
20002,This weekend doe&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; 😊😊😊 #sohappy
20003,
20004,
20005,#Sedona Seven Canyons--this is going to be epic #vaca #adventure #holistichealth #wildwest #energy #hiking #nature #happiness
20006,Writing the report card on a child who thanks me for “happy ending days” #joy
20007,I can do that!I'm used to staying all night anyways...I'm egzoyted! #COMEBACKHOME #HAPPY #2NE1
20008,
20009,
20010,
20011,Gonna witness #OOMF being baptized shortly and I am super excited as if it will be my own baptism. *LOL* #Happy #Blessed #HighlyFavoured
20012,Finally monday has come #offdays #sohappy
20013,I don't know but I think I'm falling for you #hope #cuddles #snuggles #happy
20014,"Getting ready a happy customers photo disc, to be posted first thing in the morning :) #happy #photography #photographer #babyphotoshoot"
20015,My favorite disney movie is onnnn ❤️🐠🐬 #littlemermaid #sohappy
20016,Dont you just love it when someting so small can make your day :) #happy
20017,
20018,Sorry people that I have been quiet...I have been working for @LahtiSkiGames for the past 2 weeks and It has been amazing! :) #happy
20019,
20020,
20021,So glad I got to ride back and spend sometime with @amandakb94  #fun #funny #happy
20022,
20023,
20024,Ever feel grateful for the life you are living? #happy #blessed #thesmallthings 
20025,Finally!!! My bday present came early.... my best friend made my day! #HAPPY
20026,
20027,
20028,
20029,My weekend was perfect 😍 #sohappy
20030,Nothing I would rather do then head north to see my mommy over Spring Break!! 😊 #happytweet #springbreak
20031,Loving life in Portugal. Great weekend... Norris d/c everyday in the 1.30 and Tyson has jumped some great rounds in the 1.45s #happy
20032,The Haribo advert where the adults talk like children makes me so inexplicably happy 😄 #Haribo #happy
20033,
20034,@ChrisYoungMusic 13 days and you'll be in Europe #happy
20035,
20036,
20037,
20038,March Break is coming up #sohappy
20039,
20040,
20041,
20042,Had an awesome vacay in The Smoky mountains and in Myrtle Beach!! #refreshed #happy #nosnow #warm #ocean #lovethesouth #myrtlebeach
20043,
20044,
20045,Feel so good at the moment #happy
20046,
20047,
20048,INCREDIBLY DELICIOUS DINNER COMBO!!! lamb barley soup @Kebaba + @SilverMoonBeer voodoo dog ISR from the @Kebaba tap #EAT #DRINK be #HAPPY
20049,
20050,the world is really feeding my cynicism lately #theHappyCynic #Happy
20051,@andrearomero17 so proud! #goodluck #exito #happy #1stday
20052,S/O to Elison Rd for the Main St discount&lt;3  #Happy
20053,Some good times coming up this month! 😀 can't wait to see mr JT!! @jtimberlake and @backstreetboys #happydays
20054,I'm just eating for no reason now 😋#happy
20055,one of the most beautiful coincidences was you. And although the distance is against you know I'm always for you. Love U Pepe #happy #InLove
20056,Legit crying bcuz I am so happy about the news I just got told! #friendshipscanbefixed #sohappy
20057,To fill the hour -- that is happiness. ~ Ralph Emerson #quote #joy
20058,Umn No Lo PuedO CreeR #Happy #Happy
20059,Just discovered the huge box of Fredos Mum hid in the kitchen cupboard when we moved into the new flat #Happiness #Excited #Chocolate
20060,I think I'm gonna hafta order me some @jimmyjohns after that @KevinHarvick domination today!!  #NASCAR #harvick #happy
20061,Things are on the up again. Confidence is coming back #SoHappy #Buzzing
20062,
20063,"Finally, I'm getting MMW book!! I'm so crazy about @TheMuppets!! 

#happy #finally #MuppetsMostWanted"
20064,I feel like my life has just started. #SoHappy
20065,
20066,A perfect christening for a perfect little girl 💛❤️  #happydays
20067,
20068,Hanging with my baby girl #happy #blessed
20069,Love the 5c so much better than my old gay iPhone 4 😍 #sohappy
20070,I have everything I need to enjoy the storm indoors...#HAPPY
20071,
20072,Just when I thought top gear couldnt get any better @aaronpaul_8 is the star in the reasonably priced car #happydays
20073,
20074,
20075,Abc family is on point with the Disney movies tonight 😍 #happy #girl
20076,Omg!!! Fifty shades of grey is finished filming!!!! I can't wait for the date of the movie to pick up a date to premier  #happiness
20077,At home in my own bed for another night #happydays
20078,TODAAAY IIIT'S MYY BIIIIRTHDAAY ! :DD #sohappy #15ans #toodaaay
20079,School is delayed until 10 tomorrow! #happy #texasweather
20080,"tonight we didn't just get drunk, we got drunk in the restaurant of the Eiffel Tower #happy"
20081,awwwwe my boss bought me hair accessories over the wknd :D #yay #happy #thankful
20082,
20083,
20084,
20085,
20086,Definitely had food visibly stuck in my teeth since the starter of a 3 course meal with a group of people I don't really know very well #joy
20087,This is gonna be a fantastic week! I can feel it!😆😋 #happy
20088,
20089,
20090,"Hot tea, blanket, warm fire, a good book.Perfect Sunday evening.#reading #books #happy"
20091,
20092,Sometimes all you need is a walk through the snow to clear your mind #happy
20093,#GNY Youth Band just killed it! #Happy #profile35 #NYC
20094,Brie with berries and To Wong Foo. #happiness
20095,Can't sleep when I'm not in my own bed! #comforts #cuddles #beautiful #snoring #crushing #toplad #duvetstealer #cold #goodtimes #happy
20096,"Pizza, pie, a couple pieces of candy and a home cooked meal is the perfect cheat day. Tomorrow a hard workout begins again 😋 #happy"
20097,Lexington today. 😊 #happy
20098,I think I'm finally at peace with it haha #happy
20099,Seen my girl tudai! #happy
20100,1030 cals burned in an hour &amp; 16 minutes #happytweet #ididit #fitness
20101,Alone at the barn with 24 horses...the best kind of evening. #happy
20102,Like literally I can not get over the fact that Idina is wearing GREEN. I'm crying. #sohappy #ERedCarpet
20103,"You may not realize it at the time, but these are some of the best times of your life. #familysingalong #memories #happy"
20104,"COCA-COLA ampeg ...

SHARE THE HAPPINESS :D

#positiveVibes
#happy"
20105,Time was made for slaves. - John Badwin Buckstone #Happiness
20106,
20107,
20108,@Pharrell in shorts!!!!! Hahahahaha #amazing #happy
20109,Today was productive. #happy
20110,Pharell has on shorts... LOL. He's happy. #Happy #AcademyAwards #redcarpet
20111,@Pharrell #onpoint #happy
20112,
20113,Got a job interview Wednesday! :) #Happy
20114,@Pharrell I hope u win #happy #ERedCarpet
20115,Who are you #rootingfor for #bestoriginalsong tonight? #sotorn #frozen #happy
20116,
20117,Having a tickle fight with your girlfriend is amazing haha #sohappy
20118,"Great week off with the kid's, football all weekend ! Back to normal tomorrow #happydays"
20119,
20120,And the award for Most awkward on the Red Carpet goes too... Pharrel Williams! 1st: What in blazes are u thinking? 2nd WTF. Not #Happy
20121,Why is @PharellWilliams wearing a #ShortXedo?? Hope he didn't pay #Lanvin full price for that #ImissTheHat #Happy
20122,The little mermaid than mulan #happy
20123,Watch and you'll see some day I'll be part of your world. :) #TheLittleMermaid #ABCFamily #SoHappy
20124,@TheAcademy no rain #oscar #joy
20125,"Today .. 
Meet someone ~ #happy"
20126,Home sweet home &lt;3 Hit me up if you wanna hang :) #sohappy
20127,
20128,
20129,I got to go on a helicopter ride today. Amazing experience! :D #happy
20130,Watching E live at the Academy Awards. @Pharrell is totally rocking shorts #happy
20131,
20132,End of a long day! New iPhone 5s to look forward to tomorrow though #happydays #hardweekahead
20133,#OSCARSNight #happiness
20134,I've already heard the word tutorial 4 times on the way to uni #joy
20135,Much respect to @Pharrell thanks to GOD/THE UNIVERSE #way2hitbothBELIEFS #HAPPY
20136,
20137,
20138,When I get called sexy at the gym... I know my spandex are working wonders... #fit #happy
20139,Lookinq so flavorize@Asmartusman @Bibaforever #selfie #today #out #BESTIE #fun #shisha #Baileys #crazy #happy #my #Alhamdulillah
20140,"When you do not speak, other people presume you to be deaf or feeble-minded and promptly make a show of their own limitations.   #joy"
20141,
20142,"Glad I went through my ""winners"" to get to my man. #sohappy"
20143,I can not wait to get away for a week with @joehodgkinson_ #happy
20144,Finally got sushi #happy
20145,@warrenlucashall I DID BACKFLIPS TODAY AND WALL FLIPS AT WORK YAYAYAYAYAYAYYYYYYY I CAN DO IT AGAIN WOOHOOO #happy
20146,@Pharrell  CONGRATS. So many good things. #happy #girl
20147,
20148,All my classes are cancelled Tommorow :) #longlie #sohappy
20149,
20150,
20151,
20152,
20153,
20154,Heritage assignment can lick my bumhole! #GotItDoneAtLast #SoHappy #SueMe
20155,
20156,
20157,
20158,"With my bro... new life, new baby, new dreams , new plans #Happy"
20159,So excited for @Pharrell 's album dropping tonight!! Haven't listened to the itunes stream but idc i know it's great! #happy #music #excited
20160,
20161,Just found out that my exam scheduled for tomorrow got postponed until Wednesday!! #heckyes #sohappy
20162,
20163,@toddsanfield1 is following me on twitter #what #happy #bigfan
20164,#single #happy #lifeisbetter
20165,I get to pick @miss_kelliott in two hours #happy
20166,I am so very grateful that we get to rejoice during offering!!! Thank God people don't sing slow specials during offering anymore!!#Cheerful
20167,This month is going to be awesome!!! #florida #moving #staypositive #happy
20168,
20169,Bates Motel comes back tomorrow!!! #HappyTweet
20170,"Ugh , eyes got a lil watery reading that shxt ! #happiness"
20171,
20172,
20173,
20174,now my hair is back to being as dark as my soul. #happy
20175,
20176,"Urgh, monday. #joy"
20177,"I underestimated you SIU! Yay, snow day😃😍 #sohappy"
20178,
20179,
20180,Someone walks outta your life so someone new walks in and shows you what you've been missing. #sohappy
20181,"Made chili, laundry,cleaned, and made my wonderful fiancé happy! #happy #workingonit"
20182,
20183,Todays been a Great day. #Happy #Thankful
20184,
20185,
20186,
20187,Damn work 6-1:30 then soccer all day heck yeah :) #Happy
20188,
20189,
20190,
20191,
20192,Loving the inspiration to get through Monday from @downwarddog &amp; @yummololaberry #yoga #health #life #food #happiness
20193,
20194,I'm so close to finishing Jane Eyre! #joy
20195,@backstreetboys  @nickcarter @kevinrichardson  we see us tomorrow ! #aftershowparty #munich #party #music #backstreetsparty #happy
20196,Best day ever :) #sohappy
20197,
20198,Was supposed to read 6 chapters for my english class tomorrow and i get a call saying that the class is cancelled ! 😁 #sohappy
20199,new twitter followers are like warm hugs. :D #happiness
20200,...and yes you know life is different when you're watching @PeppaPigUK on #Oscar night. #mamalife #family #joy
20201,
20202,"I have a dream but two things are standing in the way.
-money and
- parents. 
#happiness #dream #dead #disapointment"
20203,@Pharrellhat without the hat &amp; short pants he just makes me #Happy
20204,
20205,
20206,New placement in the morning means an extra hour &amp; a half in bed than usual! 😃 #happy
20207,"Finally, the mark is up! #happytweet"
20208,
20209,Just grateful. #happy
20210,@programapanico e depois @TheWalkingDead!!!  #happy
20211,"Wait, Ben Browder was on Doctor Who? My fan-heart asplode. #Farscape #DoctorWho #joy"
20212,
20213,Just weighed myself and I've lost a little :) #happy
20214,Last tweet #imsogay #feelingloveydovey #sorrynotsorry #cute #happy #lovethehashtags
20215,
20216,
20217,"#Waitingformybestfriend
#sohappy"
20218,
20219,
20220,
20221,finally reached 100 #celebrate #popchampgne #happydays
20222,"Best weekend in a very long time, things are looking up #happy"
20223,Constantly remind yourself why you want to be healthy! #fitness #happiness #healthy
20224,Best spinning class ever at @Offroaddc! :) #sohappy
20225,ACT will be my life this week... #joy
20226,
20227,Havent jammed MMF in a long time. #Happy
20228,Yeay..Georja got in to our 1st choice of high school @BostonSpaSchool ! She will be happy in the morning. #happy  #startsseptember
20229,Aaaahahahahhaah fuck you :) #happy
20230,
20231,
20232,
20233,My weekend was great! 😊 #happy #SoGood
20234,
20235,#FamDay what a great time :) #happy
20236,that feeling of going to bed in a freshly made bed :) #simplepleasures additional bonus today is new mattress and pillows :) #happydays
20237,Boston Bound tomorrow morning! #happytweet
20238,First day at worl went great #happy #work #platoscloset
20239,
20240,
20241,Of course LISD isn't closed yet :-) #joy
20242,
20243,
20244,
20245,
20246,"Benedict in black suit, vest, and tie:))))so elegant:) #Happy"
20247,
20248,Love when things go smoother than expected. #happy
20249,MSSU just cancelled and The Little Mermaid is on 💙💜❤ #happy
20250,"@CumberfansIrela @80sirishlegend Benedict in black suit, vest, and tie:))))so elegant:) #SexyElegantBenedict #SoHappy"
20251,
20252,
20253,#Happy #FamilyTime
20254,
20255,
20256,
20257,
20258,
20259,Amazing weekend! Good times last night and a relaxing day with my man over due #happy
20260,
20261,This has been the best weekend I have had in a long time. #cheesing #sohappy
20262,
20263,
20264,So Girlfriend Magazine wants to collaborate with myself and my blog for a month to six! I'm quite excited about this! #happy
20265,
20266,Gradually improving on my 10km runs#happy
20267,
20268,I even got a signed copy of Make Lemonade by Virginia Euwer Wolff for $3. #books #happiness
20269,Mañana toca levantarse pronto #MV #2NE1 #COMEBACKHOME #HAPPY
20270,
20271,Every day can be a sunny day if you see the little things that make life shine. #quote #happy
20272,Kitty's arriving now😻💕 #sohappy
20273,so annoyed I didnt get to cycle my 100km this weekend! but on the Brightside ive lost nearly 20lbs in under 2 months! #celebration #happy
20274,
20275,
20276,8 and 9 AM just got canceled! God is always looking out for me! #blessed #happy #stillhavetimeforChemhomework
20277,"A few days rest in Washington D.C. ! :)
#Happy #Travel #USA #WhiteHouse"
20278,Joy is the infectious and uncontainable fruit of divinely inspired growth. It’s an outward sign of inward faith in the promises of God. #joy
20279,
20280,I just want things back to the way they were #happy
20281,
20282,Air Force Lyfe Rockz but im a lonely as Fuck!! #depressed #Happy #Contradiction
20283,Snow day tomorrow!!¡ #happy #noSchool #familyTime #scary #annoying #saveme #timetohide
20284,"Noite FODA!!!!!! 
No comments.
#Just #happy"
20285,
20286,Such a huge relief when you find out you passed another nursing test and are doing great in the class #sohappy #rockinit
20287,Monday is Day Off day =D #happy #blessed
20288,Had SOOOSOSOSO much fun today smashing 14.1 and cheering on my boxmates. Amazing community! :) 4 weeks left of the #CrossFitOpen #happy
20289,"Brilliant weekend!!! Few bevvys, skint knee, skint nose, hilarious moments, good company and a good time!!! Love my sundays #happy"
20290,"The ban is remove..!
#happy"
20291,Last night/this AM was probably the best time I've had in over a year. My night was beyond perfect and I didn't even need to go out😊 #Happy
20292,
20293,"Need to be down 6 more pounds to officially be back to my pre-relationship weight, it's been since sophomore year. #Happy"
20294,Literally just ran around my house screaming WERE OFF #sohappy
20295,2000 words and one more chapter written! Today was successful! #amwriting #chicklit #happy
20296,So excted...i cant sleeeeeepp!! New car today :D #fiat500 #14reg #happy
20297,"Just watching it on my laptop gives me palpitations, favourite event of the year! #Oscars2014 #sohappy"
20298,ABC family is playing old disney movies all day #happy #childhood #littlemermaid #pocahantas #disneyclassics
20299,Wasted 2 hours of my life #joy
20300,My birthday is tomorrow!! #happy #15yrs
20301,
20302,Wanderful chilled evening #happy
20303,Got a new phone(: #happy #iphone
20304,I'm excited for White Hills🎿❄️☺️❤️ #happydays
20305,
20306,In the last two days I have logged in 12 miles on the trails. Havent been this truly happy in a long time. #happy #clearmind
20307,"Just got home from binangonan 

#tired #happy"
20308,Disney movies on abc family? Don't mind if I do! #happy #kidatheart
20309,"Caught a glimpse of my past last night, so glad my future has nothing to do with it #dodgedabullet #happy #liesequalgoodbyes"
20310,"Too much partying and not enough minding Sara, I really need to find balance this week #yoga #meditation #joy #sing #banter"
20311,
20312,
20313,
20314,Finally getting a new car… aka another old one #stillnew #happy
20315,Luke bryan tickets and star wars thumb wrestling set... Best family ever #happy #earlybirthday #wootwoot
20316,
20317,
20318,I've been waiting for #TheOscars2014 all dayyy. #sohappy #ERedCarpet #Oscars
20319,@Whataburger hit the spot! 👍 #happytweet
20320,"Oh yeah , &amp; the ABSOLUTE BEST PART of the #Oscars is that I don't have to watch TSwift try to dance in the front row #happytweet"
20321,
20322,Thank you to everyone who has followed me the past few days :) #happy #awesome
20323,Happy Sunday people #ASFA #Happy #Sunday
20324,My mom owns Blink 182's greatest hits album and shes letting me keep it #sohappy
20325,The Little Mermaid is on😍😍😍❤️ #sohappy
20326,Just watched #thevoice premier opening song from last week. I may need to have that on constant loop. #happy
20327,my weekend was filled with a lot of yoga and good friends ❤️ #happiness
20328,
20329,
20330,🙌S/O to @Django_Uknow for that no school text 👏 #sohappy
20331,GUYS IM WRITING MY ESSAY ON ONE DIRECTION #HAPPY
20332,Deal en 3handed del big30 #sohappy #apormas
20333,Waiting for the new episode of #twd with my honey. #happytweet
20334,Get to see my girlfriend on Friday. #happy #bestgirlfriend
20335,Who knew waiting for snowmageddon could be such a relaxing Sunday afternoon!! #happy #goodtimes #timeflieswhenyourhavingfun
20336,done giving a shit #happy
20337,
20338,"Holy hell, they have soup #bliss #warmth #feels #happy #soup"
20339,
20340,
20341,
20342,
20343,
20344,
20345,
20346,
20347,Completely exhausted but the lack of sleep was worth every minute this weekend #Happy #Blessed #DreamComeTrue
20348,
20349,On a happier note.. spring break is only 18 days away !!! #sohappy #stayfocused #lifeisgood
20350,
20351,Celebrating my cousin birthday! :) #Happy
20352,
20353,making changes to weed out the negative people has been the best decision I ever made!  #happy #content #notlookingback #lovinlife
20354,WONDERFULL WEEKEND!!!!!!! #friends #Life #party #carnavales #peaceandlove #happy
20355,My house is so clean and smells so yummy! I am fully relaxed tonight ☺️ #content #sohappy
20356,Live..love..laugh hardest &amp; loudest.. #joyful
20357,
20358,Another fabulous and spontaneous day filled with laughs. #sohappy
20359,Que noche =))) #happy
20360,Can't even believe i finished my history paper and bibliography in 4 hours #happy
20361,Gym time!!!! #pumped #strong #happy
20362,
20363,
20364,
20365,
20366,
20367,It's getting easier. #happy
20368,
20369,"Clueless
#happy"
20370,Did anyone else see @Pharrell's pants (or lack thereof)? #rockintheshorts #happy
20371,
20372,That pure amazing feeling of getting a call saying your 8 oclock english class is cancelled  #sohappy
20373,
20374,Had the best weekend with my favourite person ever ❤️#boyfriend #happy
20375,En menos de 4 horas habemus MV's de 2NE1 #ComeBackHome y #Happy
20376,"I always thought I missed this town, but the people, my friends, that's what I missed #Happy #LoveYouGuys"
20377,Looks like he's interested.. #sohappy
20378,
20379,"finally got a phone :)
#happy"
20380,There's so much to look forward for this month! Moving from home and making a new one #happy #lovinglife
20381,
20382,Had such a great time at youth group tonight 😄❤️ #sohappy
20383,"Feel So Blessed †, Church Was Amazing⛪!!! 
#ThankYouGod #Blessed #Happy"
20384,"March 10th, all day, Quaker Steak Florence, Colerain, Milford- which location will raise the most money? #FriendlyCompetition #TDF #Joy"
20385,"Been craving Panera all day and finally got it, thank you Jesus 🙏🙌 #happytweet"
20386,Weekend hangover. #Happiness
20387,
20388,Norman Reedus last night and Hugh Laurie tonight? Yay! #happy #mardigras
20389,Well Feeling Alot Better now that Signs of Spring are making an Apperence. :) #Happy #Spring #March
20390,
20391,So will FB be prepared when Pharell Williams sings my song..... IJS.... #HAPPY
20392,
20393,
20394,Ay Pharrel! :O #Happy  #AcademyAwards #ERedCarpet
20395,
20396,
20397,4months straight now seen my girl every weekend :)#happy#6months#onwednesday
20398,Focusing on myself has never felt better #happy
20399,Making my first dinner and having my first glass of wine in my new apartment! #chicago #happy
20400,"@camilacabello97 Hey, would like to wish you a very happy birthday #happy #Birthday #17"
20401,Yesterday was the best day ever #sohappy #luckiestpersonever
20402,
20403,
